账号,昵称,短剧名,集数,累计观看,单集均观看,主页链接
aidramalabs_pulse0,Shape of Desire,My Husband Claimed I Was Barren,30,379727,12658,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,They Said I Flirted With a Superstar,45,534843,11885,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lucky & Unlucky Swap,35,884523,25272,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Handcuffed Hearts,32,893746,27930,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forbidden Frequency,45,6502720,144505,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Wall Street Hostage,30,349778,11659,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forced to Marry the Mafia King,54,97297537,1801806,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Seducing My Ex's Celibate Uncle,50,19105460,382109,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Chained by the Gods：The Pharaoh and the Beast,30,24270130,809004,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Dragon's Forbidden Fox,45,817361,18164,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"He Made Me a Football Widow, I Stole His Idol",34,326016,9589,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Fighter's Private Healer,30,3576782,119226,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Can a mortal win the bone queen,30,3762183,125406,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Goddess Who Fell For A Mortal,29,3734352,128771,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Roommate Is A Male Model,29,45955926,1584687,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Racer Mechanic Boyfriend,70,9559373,136562,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire Mother-in-Law,34,35710922,1050321,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,When Stars Align,31,5047644,162827,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Married to the Man Who Bought Me,41,28289238,689981,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Eden Ark: Bow to the Botanist,50,382104,7642,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Husband's Mistress's Son is Obsessed with Me,50,784267,15685,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Scullery Queen：Secrets of the Hidden Fashion Mogul,28,365780,13064,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Contract with the Nemesis CEO,33,891383,27012,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Rose Beneath the Butcher's Blade,50,8648981,172980,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Real Crown,30,551512,18384,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant and Powerful,30,123150795,4105026,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lethal Wellness,30,567152,18905,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Granny Got Drip,30,347671,11589,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Wildfire,30,2490860,83029,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Spilled Love,31,9547338,307979,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Caveman Husband Is a Secret Chief,33,832466,25226,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Deep Sea Drown: Bone Scales,35,12304130,351547,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,How to Own a Demon,31,2540240,81943,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,His Forbidden Rider,50,449958,8999,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Together Until the Last Bullet,45,12262948,272510,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Twenty Inches Apart,40,41104680,1027617,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Racing Sweetheart: The Racer's Contract Mechanic,32,8855697,276741,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Bride He Hated to Love,20,3369980,168499,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,30 Days to Say Goodbye,20,2008997,100450,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Thief and the Kingpin,31,360207,11620,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Reborn to Rule,30,510936,17031,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Lies Become Reality,31,405020,13065,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Bully Is My Mate,45,12534567,278546,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,His Ex Came Back Hotter And Deadlier,20,884145,44207,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Wall Street Kiss: The Tycoon's Contract Bride,30,21910273,730342,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Seventh Husband,28,393573,14056,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Teach me,53,879734,16599,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Oops! I Tipped The Underworld Boss,40,71133430,1778336,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,She Called Me a Homewrecker,32,4650217,145319,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Senator's Pawn,50,17734488,354690,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Mistaken for My Sister on His Ice,36,10478710,291075,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Scholarship Girl Owns the Ivy League,30,3827066,127569,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Checked In to Love: The Hotel Heir's Front Desk Bride,33,4654102,141033,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lethal Heartbeats,41,777039,18952,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,MOM'S REVENGE KITCHEN,50,1579473,31589,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"His Ring, Her Ruin",20,4834423,241721,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The House Hungers,22,396560,18025,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Only Kids Can See What Kills You,20,583956,29198,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,A Child Among Demons,31,28067579,905406,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Cinder Prince,34,360172,10593,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Beast King Wants Me As His Bride,19,924726,48670,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Bleeding Vows,33,11195101,339245,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Little Merman,30,3008443,100281,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shadow of the Serpent：Hearts United with Mirrorlight,29,829477,28603,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Gilded Scar： Silent Judgment,60,423432,7057,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Carrying His Baby While He Calls Me Trash,20,39728626,1986431,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Human Pet Shop,21,19070576,908123,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Other Sister,29,383571,13227,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Valet Billionaire Trap,30,808315,26944,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Hollywood Blacklisted Me So I Burned It Down,27,5164841,191290,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Beast Queen's Canvas,36,150648820,4184689,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Credits to Love,20,7504441,375222,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"The Hater, The Lover",10,11904758,1190476,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Queen’s Revenge,30,5273812,175794,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Broke Mom's Billion-Dollar Secret,21,26728601,1272791,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Show,5,15875689,3175138,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Defective Heart,1,7878903,7878903,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Offside Desire,26,3091887,118919,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Agreement boyfriend 72hours,5,819872,163974,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,I Married A Fake Beggar,30,14217797,473927,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Collateral love,5,7765726,1553145,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant Predator's Trap,29,23925018,825001,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Bound to the Billionaire,5,62913359,12582672,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Mafia Devil Husband: King’s Forced Bride,55,128839416,2342535,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Professor's Obsession,30,5090956,169699,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Married to the Wall Street Devil,30,3745640,124855,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fairytale Villains Are My Employees Now,20,775516,38776,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"I Forgot He Cheated, But He Didn't",81,122702419,1514845,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Ex-Con Queen's Revenge,10,837138,83714,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Ballerina Fear,30,9755130,325171,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Viper's Vengeful Heart,30,1807877,60263,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Sea God Fell In Love With A Mortal Girl,19,33991364,1789019,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Fallen lady Returns,5,851314,170263,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,CHIMERA,5,5460936,1092187,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Trillionaire Janitor: Trash to Tycoon,8,18142644,2267830,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"My CEO, My Property",5,1579301,315860,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Doctors-love,38,4402624,115859,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Dangerous Mind Reader,5,50703838,10140768,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Racer Mechanic Boyfriend,31,26301689,848442,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The CEO's Secret Wife,35,79702184,2277205,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Love Under the Barrel,45,1516886,33709,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My blind wife,1,839561,839561,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fell for my mafia professor,10,68100294,6810029,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fired Waitress Got the Power of Night,20,369123,18456,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Housekeeper Was the CEO’s Missing Wife,29,1567661,54057,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Billionaire Waitress,5,23481918,4696384,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forbidden Lovers,29,66101262,2279354,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Billionaire's Substitute Lover,5,13312397,2662479,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant and Banished: The Tycoon's Return,10,57049862,5704986,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Hexing My Ex's Wedding,29,866370,29875,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Nerd's Forbidden Romance,1,641576,641576,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Second Chance with My Billionaire Husband,7,20576421,2939489,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"Farewell, My Swan",30,923474,30782,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Queen of Time's Revenge,4,46055798,11513950,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire Intern's Fury,5,1181468,236294,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Housewife's Boob Job,6,2781575,463596,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Queen's Revenge Game,5,46251571,9250314,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fated to My Mafia Priest,10,10847875,1084788,https://www.tiktok.com/@aidramalabs_pulse0
shortdramatime,ShortDramaTime,The heart he left behind,80,355541,4444,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,"My Husband, theAmnesiac Wolf",69,18317018,265464,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The CEO's Contract Wife,58,831735,14340,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,A Brave Mother's Redemption,71,601184,8467,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Falling for the Tutor,100,872487,8725,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The Fire Between Us,66,3882662,58828,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Honeymoon After Marriage,72,339406,4714,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The Caged Bird Strikes,42,828449,19725,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Three Years After the Breakup,43,442744,10296,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Broke Besties' Book Transmigration: Dethroning the Heroine,81,376688,4650,https://www.tiktok.com/@shortdramatime
