Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Drama Link / 短剧链接,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,4,ID 7658100317317469202,Beneath the Ice The Captain’s Fake Boyfriend,冰下船长的假男友,2026-07-03 09:03:23,7,8537298,2876,47.9,是 / Yes,Romantic Complications、Contract Lovers,浪漫并发症、合约爱好者,Beneath the Ice The Captain’s Fake Boyfriend,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,5,ID 7656911151246087176,The Lethal Queen's Game,致命女王的游戏,2026-06-30 04:11:55,30,417783,1755,29.2,是 / Yes,Family Feud、Revenge、Enemies to Lovers,家庭恩怨、复仇、从敌人到恋人,The Lethal Queen's Game,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,6,ID 7656910001059025927,I Married A Merman For Rent,我嫁给了一条出租人鱼,2026-06-30 04:04:48,30,481948,2387,39.8,是 / Yes,Romantic Complications、Fantasy、Contract Lovers,浪漫并发症、奇幻、合约爱好者,"A broke single mom rents a merman as her husband for one year — but every Thursday he must return to the sea, and every time he comes back, he wants to leave her less.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,7,ID 7657992394000323591,The Billionaire's Lie Detector,亿万富翁的测谎仪,2026-07-03 02:09:21,30,804667,1801,30.0,是 / Yes,Family Feud、Business Competition,家庭恩怨、商业竞赛,The Billionaire's Lie Detector,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,8,ID 7656911694257820680,Sister Sold Me to Hades,姐姐把我卖给哈迪斯,2026-06-30 04:10:46,50,2520344,3196,53.3,是 / Yes,Revenge、Cultivation,复仇、栽培,Sister Sold Me to Hades,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,9,ID 7658023262781772818,Claimed by the Alpha King’s Shadow,被阿尔法王之影占领,2026-07-03 04:08:33,31,4515349,3637,60.6,是 / Yes,Mistaken Identities、Romantic Complications、City,错误的身份、浪漫并发症、城市,Claimed by the Alpha King’s Shadow,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,10,ID 7656912029592146951,Forsaken Bloodline,被遗忘的血脉,2026-06-30 04:17:59,40,1792222,2407,40.1,是 / Yes,Werewolf、Reconciliation、Romantic Complications,狼人、和解、浪漫并发症,Forsaken Bloodline,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,11,ID 7656911277381571602,Mila Reed: The Luna of Moonstone Keep,米拉·里德：月光石堡的月神,2026-06-30 04:09:04,35,370364,2423,40.4,是 / Yes,Revealed Crush、Romantic Complications、Werewolf,揭露暗恋、浪漫并发症、狼人,Mila Reed: The Luna of Moonstone Keep,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,12,ID 7660501424908358663,The Maid Who Saved Him,救了他的女仆,2026-07-09 20:25:19,50,6583695,4352,72.5,是 / Yes,Medical Drama、Family Feud、Redemption,医疗剧、家庭恩怨、赎回,They spat on the maid who emptied their bedpans—then watched her drag the dying heir back from death with her bare hands. The one they crushed was the only one who could save them all.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,13,ID 7656910325203440647,The Wolf King's Regret: My Ex-Wife Is the Winter Queen,狼王的遗憾：我的前妻是凛冬女王,2026-06-30 04:07:14,60,5701561,5545,92.4,是 / Yes,Love After Divorce、Werewolf、Mistaken Identities,离婚后的爱情、狼人、错误的身份,The Wolf King's Regret: My Ex-Wife Is the Winter Queen,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,14,ID 7656911580965360648,Murder in the Winter Castle: A Sinful Stepbrother Romance,冬季城堡谋杀案：罪恶的继兄罗曼史,2026-06-30 04:18:03,50,831910,3330,55.5,是 / Yes,Contract Lovers、Revenge、Grand Mansion,合约爱好者、复仇、正大公馆,Murder in the Winter Castle: A Sinful Stepbrother Romance,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,15,ID 7656911442720920583,Vows of the Silver Eclipse,银蚀誓言,2026-06-30 04:10:27,36,355422,2442,40.7,是 / Yes,Mistaken Identities、Romantic Complications、Werewolf,错误的身份、浪漫并发症、狼人,Vows of the Silver Eclipse,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,16,ID 7658177343999169543,My Whisper App Pup Is My Iceberg CEO,我的 Whisper 应用程序小狗是我的冰山首席执行官,2026-07-03 14:02:28,40,887610,4289,71.5,是 / Yes,Superior and Inferior、Romantic Complications、City,强弱逆袭、浪漫并发症、城市,My Whisper App Pup Is My Iceberg CEO,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,17,ID 7656911546194334738,A Doce Esposa do CEO,Doce Esposa 首席执行官,2026-06-30 04:13:42,66,4595833,7632,127.2,是 / Yes,Romantic Complications、City、Love After Marriage,浪漫并发症、城市、婚后的爱情,A Doce Esposa do CEO,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,18,ID 7657992723169022994,"One Touch, One Light",一键一灯,2026-07-03 02:06:01,51,2617096,4591,76.5,是 / Yes,Palace/Mansion Intrigue、Fantasy、Redemption,宫殿/豪宅阴谋、奇幻、赎回,"One touch gives him sight—and steals hers. Two princes, one cursed girl, and a king who drinks her blood. She can save the man she loves, but only by walking into eternal darkness alone.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,19,ID 7657992426237334536,Sin and Sanctuary,罪恶与庇护所,2026-07-03 02:07:32,34,874016,2915,48.6,是 / Yes,Forced Love、City、Contract Lovers,强迫的爱、城市、合约爱好者,Sin and Sanctuary,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,20,ID 7660501439282451463,Locked Wife Rising,锁妻崛起,2026-07-09 20:21:04,40,538638,3663,61.0,是 / Yes,Married Life、Family Feud、Love Triangle,婚姻生活、家庭恩怨、三角恋,"A locked wife receives a silver key from the silent butler on the night her husband brings another woman home, and that tiny metal blade cuts open a gilded cage of lies.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,21,ID 7656910075717964807,The Heiress in a Janitor's Uniform,穿清洁工制服的女继承人,2026-06-30 04:09:48,50,770621,5088,84.8,是 / Yes,Mistaken Identities、Family & Ethics、Family Feud,错误的身份、家庭与道德、家庭恩怨,The Heiress in a Janitor's Uniform,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,22,ID 7656972414429139986,From Dead Cop to Mafia Queen,从死亡警察到黑手党女王,2026-06-30 08:07:58,29,11554237,2296,38.3,是 / Yes,dark romance、Revenge、City,黑暗浪漫、复仇、城市,From Dead Cop to Mafia Queen,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,23,ID 7660501372965688338,I Bankrupted My Killer Husband,我让我的杀手丈夫破产了,2026-07-09 20:23:56,30,389948,3266,54.4,是 / Yes,Family Feud、Married Life,家庭恩怨、婚姻生活,I Bankrupted My Killer Husband,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,24,ID 7657992461373068296,The Lie She Breathes,她呼吸的谎言,2026-07-03 02:04:52,35,637076,1982,33.0,是 / Yes,Mystery、City,神秘、城市,The Lie She Breathes,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,25,ID 7660501431933719559,Her Forbidden Contract,她的禁忌契约,2026-07-09 20:24:25,40,777565,3648,60.8,是 / Yes,Revenge、Royal Palace、Contract Lovers,复仇、皇宫、合约爱好者,"A trapped bride burns under a broken marriage spell, until the forbidden contract master touches her mark and reveals the one truth her husband fears most: she was never meant to obey.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,26,ID 7656911991428404232,Thermal Borders,热边界,2026-06-30 04:13:42,57,3263330,4778,79.6,是 / Yes,Action,行动,Thermal Borders,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,27,ID 7657992750910198792,Seven Years to Forever,七年到永远,2026-07-03 02:10:42,43,3501906,3872,64.5,是 / Yes,City、Reconciliation、Romantic Complications,城市、和解、浪漫并发症,Seven Years to Forever,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,28,ID 7656910482523116552,The Cheer Captain Hated Me..Until She Kissed Me,啦啦队长恨我……直到她吻了我,2026-06-30 04:05:55,27,74853079,2576,42.9,是 / Yes,Enemies to Lovers、Romantic Complications,从敌人到恋人、浪漫并发症,The Cheer Captain Hated Me..Until She Kissed Me,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,29,ID 7656911068522026002,The Emperor's Private Bathhouse,皇帝的私人浴室,2026-06-30 04:23:04,30,40519018,2596,43.3,是 / Yes,Royal Palace、Reconciliation、Romantic Complications,皇宫、和解、浪漫并发症,"In Rome's deepest bath, a conquered princess serves an emperor who refuses to touch her, until she discovers the mosaic on the wall wears her own face.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,30,ID 7656958450257204242,Mad Boss: Lift And Twins,疯狂老板：电梯与双胞胎,2026-06-30 07:12:12,50,2401088,5154,85.9,是 / Yes,Romantic Complications、Family Feud、Superior and Inferior,浪漫并发症、家庭恩怨、强弱逆袭,"A humble employee defies a ruthless billionaire boss, only to uncover his hidden vulnerability",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,31,ID 7658100382505227272,Claimed by My Dead Mate's Uncle,被我死去的伙伴的叔叔认领,2026-07-03 09:03:37,30,8435850,1752,29.2,是 / Yes,Werewolf、Age Gap/Older Boyfriend、Forced Love,狼人、年龄差距/年长的男朋友、强迫的爱,Claimed by My Dead Mate's Uncle,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,32,ID 7657992598484816904,Unbroken Chains,不间断的锁链,2026-07-03 02:05:23,31,896623,2094,34.9,是 / Yes,Family Feud、Reconciliation、Married Life,家庭恩怨、和解、婚姻生活,Captive Maya marries Kael; they uncover a shared tragedy and defeat vicious foes.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,33,ID 7657992262286119954,My Unborn Baby Exposed My Cheating Husband,我未出生的婴儿揭露了我出轨的丈夫,2026-07-03 02:09:01,50,1109162,3267,54.5,是 / Yes,Married Life、Family Feud、Love Triangle,婚姻生活、家庭恩怨、三角恋,My Unborn Baby Exposed My Cheating Husband,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,34,ID 7657993004066542600,The Sparrow and the Flame,麻雀与火焰,2026-07-03 02:06:10,36,776120,2280,38.0,是 / Yes,Mistaken Identities、City、Action,错误的身份、城市、行动,The Sparrow and the Flame,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,35,ID 7656972419302970386,The Mob King's Stolen Attic Bride,黑帮之王被盗的阁楼新娘,2026-06-30 08:06:30,50,7164880,4199,70.0,是 / Yes,Family Feud、Family & Ethics、Contract Lovers,家庭恩怨、家庭与道德、合约爱好者,"Chosen by a fiercely protective mafia king, a timid outcast overcomes her abusive past to become the deeply loved, untouchable queen of his underworld empire.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,36,ID 7660501446428791816,My Secret Son with the Billionaire Enemy,我的秘密儿子与亿万富翁敌人,2026-07-09 20:23:08,60,819946,5530,92.2,是 / Yes,Family Feud、Reconciliation、Romantic Complications,家庭恩怨、和解、浪漫并发症,My Secret Son with the Billionaire Enemy,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,37,ID 7658208622882706450,Beneath the Ice The Captain’s Fake Boyfriend,冰下船长的假男友,2026-07-03 16:04:07,18,22518696,2876,47.9,是 / Yes,Contract Lovers、Romantic Complications,合约爱好者、浪漫并发症,Beneath the Ice The Captain’s Fake Boyfriend,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,38,ID 7657992735731766279,My Secret Son with the Billionaire Enemy,我的秘密儿子与亿万富翁敌人,2026-07-03 02:06:09,60,887958,5547,92.5,是 / Yes,Reconciliation、Romantic Complications、Family Feud,和解、浪漫并发症、家庭恩怨,My Secret Son with the Billionaire Enemy,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,39,ID 7658255072895325191,Kidnapped by the Wolf King,被狼王绑架,2026-07-03 19:03:59,51,12378004,3673,61.2,是 / Yes,Forced Love、Werewolf、Enemies to Lovers,强迫的爱、狼人、从敌人到恋人,Kidnapped by the Wolf King,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,40,ID 7657961190815257618,Penalty Kiss,惩罚之吻,2026-07-03 00:03:36,40,822583,2738,45.6,是 / Yes,Sports、City、Enemies to Lovers,运动的、城市、从敌人到恋人,Penalty Kiss,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,41,ID 7656910949420635144,Reborn to Revenge: Guarded by the Billionaire Alpha,重生复仇：由亿万富翁阿尔法守护,2026-06-30 04:23:12,43,876721,3512,58.5,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,Reborn to Revenge: Guarded by the Billionaire Alpha,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,42,ID 7656911964844921874,Soul Swap: Trapped in His Arms,灵魂交换：被困在他的怀里,2026-06-30 04:12:30,34,17364427,3223,53.7,是 / Yes,Family & Ethics、Family Feud,家庭与道德、家庭恩怨,Soul Swap: Trapped in His Arms,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,43,ID 7656972612983133192,His Forbidden Coach,他的禁忌教练,2026-06-30 08:08:52,49,2557100,5330,88.8,是 / Yes,Sports、City、Superior and Inferior,运动的、城市、强弱逆袭,He was the champion they buried in lies. The rookie they warned him about just chose him in front of everyone—and the water remembers who he used to be.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,44,ID 7660501457099592722,"Carrying His Heir, Breaking His Heart",背负着他的继承人，伤透了他的心,2026-07-09 20:21:18,60,575958,4531,75.5,是 / Yes,Family Feud、Romantic Complications、Contract Lovers,家庭恩怨、浪漫并发症、合约爱好者,"Carrying His Heir, Breaking His Heart",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,45,ID 7656911468373529618,Forbidden Obsession,禁忌的痴迷,2026-06-30 04:21:36,34,9504012,3265,54.4,是 / Yes,Family & Ethics、Contract Lovers、Family Feud,家庭与道德、合约爱好者、家庭恩怨,Forbidden Obsession,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,46,ID 7657141627001213970,"He Faked His Death, I Stole His Empire",他伪造了他的死亡，我偷走了他的帝国,2026-06-30 19:03:03,47,2461729,4890,81.5,是 / Yes,dark romance、Forced Love、Family Feud,黑暗浪漫、强迫的爱、家庭恩怨,"From a terrified waitress to a lethal mafia matriarch: she was kidnapped by the devil himself, but he ended up bowing at her feet.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,47,ID 7660501390598476807,The Cursed Mermaid Sings,被诅咒的美人鱼歌唱,2026-07-09 20:23:34,50,778190,3388,56.5,是 / Yes,Fantasy、Mistaken Identities、Romantic Complications,奇幻、错误的身份、浪漫并发症,"She drowns the killer tides in secret, branded a curse for the miracle she alone performs—until the night the ocean roars, and the throne kneels to the voice it once chained.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,48,ID 7656972635120948231,"Two Rival CEOs, One Assistant",两名竞争对手首席执行官，一名助理,2026-06-30 08:09:01,30,873371,2164,36.1,是 / Yes,Romantic Complications、Family Feud、Love Triangle,浪漫并发症、家庭恩怨、三角恋,"She signed two contracts with two enemies who used to be brothers. Now they fight over her coffee, her weekend, her lips—and the secret that broke them seven years ago wears her face.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,49,ID 7656910100829049874,One Night of Ruin,一夜的毁灭,2026-06-30 04:18:36,44,22694044,3058,51.0,是 / Yes,Romantic Complications、City、Superior and Inferior,浪漫并发症、城市、强弱逆袭,One Night of Ruin,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,50,ID 7657992497347728391,The Christian Boy's Secret,基督徒男孩的秘密,2026-07-03 02:05:03,46,859653,3620,60.3,是 / Yes,Friends to Lovers、Romantic Complications,朋友到恋人、浪漫并发症,The Christian Boy's Secret,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,51,ID 7655363810655736839,The Billionaire's Captive Surgeon,亿万富翁的俘虏外科医生,2026-06-26 00:04:02,34,1438254,2176,36.3,是 / Yes,Bromance、Forced Love、Family Feud,兄弟情谊、强迫的爱、家庭恩怨,The Billionaire's Captive Surgeon,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,52,ID 7653508766000616466,Ice Breaker,破冰活动,2026-06-21 00:05:28,40,1083062,2753,45.9,是 / Yes,Romantic Complications、City,浪漫并发症、城市,Ice Breaker,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,53,ID 7654250694714627090,Betrayed at My Bedside: Claimed by the Tyrant Alpha,在我的床边被背叛：被暴君阿尔法认领,2026-06-23 00:07:06,55,36497759,5934,98.9,是 / Yes,Betrayal、Reconciliation、Werewolf,背叛、和解、狼人,Betrayed at My Bedside: Claimed by the Tyrant Alpha,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,54,ID 7654250579635508231,The Moonlit Glasshouse,月光温室,2026-06-23 00:04:12,30,3708652,2303,38.4,是 / Yes,Reconciliation、Romantic Complications、Fantasy,和解、浪漫并发症、奇幻,"A London botanist inherits a glasshouse where a silver-haired guardian blooms from a flower at midnight — he lives only in moonlight, and every petal she grows is a heartbeat she can't take back.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,55,ID 7655348350509683730,"Cursed Bond, Royal Omega",被诅咒的债券，皇家欧米茄,2026-06-25 23:04:04,35,878947,2260,37.7,是 / Yes,dark romance、Revenge、Werewolf,黑暗浪漫、复仇、狼人,"Cursed Bond, Royal Omega",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,56,ID 7654251221980615698,"Betrayed by My Fiancé, Claimed by His CEO Uncle",被未婚夫背叛，被总裁叔叔认领,2026-06-23 00:09:06,31,40769332,2112,35.2,是 / Yes,Age Gap/Older Boyfriend、Family Feud、Romantic Complications,年龄差距/年长的男朋友、家庭恩怨、浪漫并发症,"Betrayed by My Fiancé, Claimed by His CEO Uncle",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,57,ID 7653693831652627474,"Five Brothers, One Vow",五兄弟一誓,2026-06-21 12:03:40,37,816352,3035,50.6,是 / Yes,Family Disputes、Family Feud、Love Triangle,家庭纠纷、家庭恩怨、三角恋,"Five Brothers, One Vow",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
