Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Drama Link / 短剧链接,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,8,ID 7656972414429139986,From Dead Cop to Mafia Queen,从死亡警察到黑手党女王,2026-06-30 08:07:58,30,825688,2296,38.3,是 / Yes,dark romance、Revenge、City,黑暗浪漫、复仇、城市,From Dead Cop to Mafia Queen,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,9,ID 7657992497347728391,The Christian Boy's Secret,基督徒男孩的秘密,2026-07-03 02:05:03,46,776552,3620,60.3,是 / Yes,Friends to Lovers、Romantic Complications,朋友到恋人、浪漫并发症,The Christian Boy's Secret,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,10,ID 7657141627001213970,"He Faked His Death, I Stole His Empire",他伪造了他的死亡，我偷走了他的帝国,2026-06-30 19:03:03,47,1857473,4890,81.5,是 / Yes,dark romance、Forced Love、Family Feud,黑暗浪漫、强迫的爱、家庭恩怨,"From a terrified waitress to a lethal mafia matriarch: she was kidnapped by the devil himself, but he ended up bowing at her feet.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,11,ID 7657992461373068296,The Lie She Breathes,她呼吸的谎言,2026-07-03 02:04:52,35,390976,1982,33.0,是 / Yes,Mystery、City,神秘、城市,The Lie She Breathes,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,12,ID 7657992735731766279,My Secret Son with the Billionaire Enemy,我的秘密儿子与亿万富翁敌人,2026-07-03 02:06:09,60,773680,5547,92.5,是 / Yes,Reconciliation、Romantic Complications、Family Feud,和解、浪漫并发症、家庭恩怨,My Secret Son with the Billionaire Enemy,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,13,ID 7658100317317469202,Beneath the Ice The Captain’s Fake Boyfriend,冰下船长的假男友,2026-07-03 09:03:23,29,3337647,2876,47.9,是 / Yes,Contract Lovers、Romantic Complications,合约爱好者、浪漫并发症,Beneath the Ice The Captain’s Fake Boyfriend,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,14,ID 7657992262286119954,My Unborn Baby Exposed My Cheating Husband,我未出生的婴儿揭露了我出轨的丈夫,2026-07-03 02:09:01,50,448348,3267,54.5,是 / Yes,Married Life、Family Feud、Love Triangle,婚姻生活、家庭恩怨、三角恋,My Unborn Baby Exposed My Cheating Husband,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,15,ID 7656972635120948231,"Two Rival CEOs, One Assistant",两名竞争对手首席执行官，一名助理,2026-06-30 08:09:01,30,848612,2164,36.1,是 / Yes,Romantic Complications、Family Feud、Love Triangle,浪漫并发症、家庭恩怨、三角恋,"She signed two contracts with two enemies who used to be brothers. Now they fight over her coffee, her weekend, her lips—and the secret that broke them seven years ago wears her face.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,16,ID 7656911068522026002,The Emperor's Private Bathhouse,皇帝的私人浴室,2026-06-30 04:23:04,30,12195026,2596,43.3,是 / Yes,Reconciliation、Romantic Complications、Royal Palace,和解、浪漫并发症、皇宫,"In Rome's deepest bath, a conquered princess serves an emperor who refuses to touch her, until she discovers the mosaic on the wall wears her own face.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,17,ID 7656912029592146951,Forsaken Bloodline,被遗忘的血脉,2026-06-30 04:17:59,40,852281,2407,40.1,是 / Yes,Werewolf、Reconciliation、Romantic Complications,狼人、和解、浪漫并发症,Forsaken Bloodline,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,18,ID 7656958450257204242,Mad Boss: Lift And Twins,疯狂老板：电梯与双胞胎,2026-06-30 07:12:12,50,2093068,5154,85.9,是 / Yes,Superior and Inferior、Romantic Complications、Family Feud,强弱逆袭、浪漫并发症、家庭恩怨,"A humble employee defies a ruthless billionaire boss, only to uncover his hidden vulnerability",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,19,ID 7656863313392866312,The Dragon's Forbidden Bride,龙的禁忌新娘,2026-06-30 01:02:56,30,3122167,2434,40.6,是 / Yes,Mistaken Identities、Romantic Complications、Cultivation,错误的身份、浪漫并发症、栽培,"She was sent to die for a dragon, but the beast bleeds only when she's cold, and the crown that damned him still beats inside her veins.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,20,ID 7656911468373529618,Forbidden Obsession,禁忌的痴迷,2026-06-30 04:21:36,35,4377866,3265,54.4,是 / Yes,Family & Ethics、Contract Lovers、Family Feud,家庭与道德、合约爱好者、家庭恩怨,Forbidden Obsession,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,21,ID 7657992723169022994,"One Touch, One Light",一键一灯,2026-07-03 02:06:01,51,571964,4591,76.5,是 / Yes,Palace/Mansion Intrigue、Fantasy、Redemption,宫殿/豪宅阴谋、奇幻、赎回,"One touch gives him sight—and steals hers. Two princes, one cursed girl, and a king who drinks her blood. She can save the man she loves, but only by walking into eternal darkness alone.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,22,ID 7658255072895325191,Kidnapped by the Wolf King,被狼王绑架,2026-07-03 19:03:59,55,2618447,3673,61.2,是 / Yes,Forced Love、Werewolf、Enemies to Lovers,强迫的爱、狼人、从敌人到恋人,Kidnapped by the Wolf King,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,23,ID 7657992969923974152,Satan Sent Me a Hell Puppy,撒旦送给我一只地狱小狗,2026-07-03 02:06:52,36,438776,2101,35.0,是 / Yes,Fantasy、Contract Lovers,奇幻、合约爱好者,Satan Sent Me a Hell Puppy,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,24,ID 7656911546194334738,A Doce Esposa do CEO,Doce Esposa 首席执行官,2026-06-30 04:13:42,66,875876,7632,127.2,是 / Yes,Romantic Complications、City、Love After Marriage,浪漫并发症、城市、婚后的爱情,A Doce Esposa do CEO,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,25,ID 7656911442720920583,Vows of the Silver Eclipse,银蚀誓言,2026-06-30 04:10:27,36,337165,2442,40.7,是 / Yes,Mistaken Identities、Romantic Complications、Werewolf,错误的身份、浪漫并发症、狼人,Vows of the Silver Eclipse,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,26,ID 7656911019842737159,Reborn as the Mafia Heir’s Bride,重生为黑手党继承人的新娘,2026-06-30 04:18:57,60,2769355,7218,120.3,是 / Yes,Reconciliation、Family Feud、Romantic Complications,和解、家庭恩怨、浪漫并发症,Reborn as the Mafia Heir’s Bride,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,27,ID 7656911277381571602,Mila Reed: The Luna of Moonstone Keep,米拉·里德：月光石堡的月神,2026-06-30 04:09:04,35,337786,2423,40.4,是 / Yes,Werewolf、Revealed Crush、Romantic Complications,狼人、揭露暗恋、浪漫并发症,Mila Reed: The Luna of Moonstone Keep,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,28,ID 7656900433889399826,No.7 After Dark,No.7 天黑后,2026-06-30 03:28:53,36,772806,2620,43.7,是 / Yes,Sports、City、Contract Lovers,运动的、城市、合约爱好者,No.7 After Dark,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,29,ID 7656911151246087176,The Lethal Queen's Game,致命女王的游戏,2026-06-30 04:11:55,30,349881,1755,29.2,是 / Yes,Family Feud、Revenge、Enemies to Lovers,家庭恩怨、复仇、从敌人到恋人,The Lethal Queen's Game,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,30,ID 7656972419302970386,The Mob King's Stolen Attic Bride,黑帮之王被盗的阁楼新娘,2026-06-30 08:06:30,50,2282394,4199,70.0,是 / Yes,Family & Ethics、Contract Lovers、Family Feud,家庭与道德、合约爱好者、家庭恩怨,"Chosen by a fiercely protective mafia king, a timid outcast overcomes her abusive past to become the deeply loved, untouchable queen of his underworld empire.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,31,ID 7656911580965360648,Murder in the Winter Castle: A Sinful Stepbrother Romance,冬季城堡谋杀案：罪恶的继兄罗曼史,2026-06-30 04:18:03,50,800510,3330,55.5,是 / Yes,Revenge、Grand Mansion、Contract Lovers,复仇、正大公馆、合约爱好者,Murder in the Winter Castle: A Sinful Stepbrother Romance,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,32,ID 7658100382505227272,Claimed by My Dead Mate's Uncle,被我死去的伙伴的叔叔认领,2026-07-03 09:03:37,30,4221848,1752,29.2,是 / Yes,Werewolf、Age Gap/Older Boyfriend、Forced Love,狼人、年龄差距/年长的男朋友、强迫的爱,Claimed by My Dead Mate's Uncle,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,33,ID 7657992394000323591,The Billionaire's Lie Detector,亿万富翁的测谎仪,2026-07-03 02:09:21,30,380929,1801,30.0,是 / Yes,Business Competition、Family Feud,商业竞赛、家庭恩怨,The Billionaire's Lie Detector,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,34,ID 7656972612983133192,His Forbidden Coach,他的禁忌教练,2026-06-30 08:08:52,50,1426720,5330,88.8,是 / Yes,City、Superior and Inferior、Sports,城市、强弱逆袭、运动的,He was the champion they buried in lies. The rookie they warned him about just chose him in front of everyone—and the water remembers who he used to be.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,35,ID 7657992750910198792,Seven Years to Forever,七年到永远,2026-07-03 02:10:42,43,1149073,3872,64.5,是 / Yes,City、Reconciliation、Romantic Complications,城市、和解、浪漫并发症,Seven Years to Forever,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,36,ID 7657993004066542600,The Sparrow and the Flame,麻雀与火焰,2026-07-03 02:06:10,36,350363,2280,38.0,是 / Yes,Action、Mistaken Identities、City,行动、错误的身份、城市,The Sparrow and the Flame,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,37,ID 7656910482523116552,The Cheer Captain Hated Me..Until She Kissed Me,啦啦队长恨我……直到她吻了我,2026-06-30 04:05:55,28,40729755,2576,42.9,是 / Yes,Enemies to Lovers、Romantic Complications,从敌人到恋人、浪漫并发症,The Cheer Captain Hated Me..Until She Kissed Me,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,38,ID 7656911991428404232,Thermal Borders,热边界,2026-06-30 04:13:42,58,812697,4778,79.6,是 / Yes,Action,行动,Thermal Borders,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,39,ID 7656911964844921874,Soul Swap: Trapped in His Arms,灵魂交换：被困在他的怀里,2026-06-30 04:12:30,37,3814839,3223,53.7,是 / Yes,Family & Ethics、Family Feud,家庭与道德、家庭恩怨,Soul Swap: Trapped in His Arms,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,40,ID 7645787685583541269,His Brother's Best Friend,他兄弟最好的朋友,2026-06-29 23:41:55,34,5950255,2650,44.2,是 / Yes,Romantic Complications、Rural Area、Friends to Lovers,浪漫并发症、乡村、朋友到恋人,His Brother's Best Friend,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,41,ID 7657992426237334536,Sin and Sanctuary,罪恶与庇护所,2026-07-03 02:07:32,34,769823,2915,48.6,是 / Yes,City、Contract Lovers、Forced Love,城市、合约爱好者、强迫的爱,Sin and Sanctuary,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,42,ID 7656911694257820680,Sister Sold Me to Hades,姐姐把我卖给哈迪斯,2026-06-30 04:10:46,50,847231,3196,53.3,是 / Yes,Revenge、Cultivation,复仇、栽培,Sister Sold Me to Hades,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,43,ID 7640578870303020050,My Stepbrother's Obsession,我继兄弟的痴迷,2026-06-29 23:37:12,30,19648443,1966,32.8,是 / Yes,Family Feud、Family & Ethics、dark romance,家庭恩怨、家庭与道德、黑暗浪漫,He hunts his own kin,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,44,ID 7656910001059025927,I Married A Merman For Rent,我嫁给了一条出租人鱼,2026-06-30 04:04:48,30,401896,2387,39.8,是 / Yes,Romantic Complications、Fantasy、Contract Lovers,浪漫并发症、奇幻、合约爱好者,"A broke single mom rents a merman as her husband for one year — but every Thursday he must return to the sea, and every time he comes back, he wants to leave her less.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,45,ID 7658177343999169543,My Whisper App Pup Is My Iceberg CEO,我的 Whisper 应用程序小狗是我的冰山首席执行官,2026-07-03 14:02:28,40,781124,4289,71.5,是 / Yes,Superior and Inferior、Romantic Complications、City,强弱逆袭、浪漫并发症、城市,My Whisper App Pup Is My Iceberg CEO,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,46,ID 7658208622882706450,Beneath the Ice The Captain’s Fake Boyfriend,冰下船长的假男友,2026-07-03 16:04:07,31,1065468,2876,47.9,是 / Yes,Contract Lovers、Romantic Complications,合约爱好者、浪漫并发症,Beneath the Ice The Captain’s Fake Boyfriend,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,47,ID 7656910949420635144,Reborn to Revenge: Guarded by the Billionaire Alpha,重生复仇：由亿万富翁阿尔法守护,2026-06-30 04:23:12,43,824986,3512,58.5,是 / Yes,Family Feud、Revenge,家庭恩怨、复仇,Reborn to Revenge: Guarded by the Billionaire Alpha,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,48,ID 7658023262781772818,Claimed by the Alpha King’s Shadow,被阿尔法王之影占领,2026-07-03 04:08:33,32,1585016,3637,60.6,是 / Yes,Mistaken Identities、Romantic Complications、City,错误的身份、浪漫并发症、城市,Claimed by the Alpha King’s Shadow,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,49,ID 7656900574033515538,Mist Survival: Secret Heiress,迷雾求生：秘密女继承人,2026-06-30 03:29:23,60,427644,4346,72.4,是 / Yes,Fantasy、Mistaken Identities、Action,奇幻、错误的身份、行动,Mist Survival: Secret Heiress,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,50,ID 7643241607965479952,Dangerous Deal: The Mafia Boss's Contract Doctor,危险交易：黑手党老大的合同医生,2026-06-29 23:39:18,33,392428,2105,35.1,是 / Yes,Contract Lovers、Medical Drama、City,合约爱好者、医疗剧、城市,Dangerous Deal: The Mafia Boss's Contract Doctor,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,51,ID 7653755625713128466,The One I Loved Was Never You,我爱过的人从来都不是你,2026-06-21 16:03:23,36,3035863,2458,41.0,是 / Yes,Contract Lovers、Married Life、Family Feud,合约爱好者、婚姻生活、家庭恩怨,The One I Loved Was Never You,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,52,ID 7655379136394941447,The Runaway Oracle,逃跑的神谕者,2026-06-26 01:03:35,36,822912,2351,39.2,是 / Yes,Redemption、Royal Palace、Adventure,赎回、皇宫、冒险,The Runaway Oracle,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,53,ID 7652951971762213906,Stitched Back from Ashes,从灰烬中缝合回来,2026-06-19 12:04:58,30,16283145,2005,33.4,是 / Yes,City、Contract Lovers、Revenge,城市、合约爱好者、复仇,Stitched Back from Ashes,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,54,ID 7655333162884813842,I Ate A Meteorite For Her,我为她吃了一块陨石,2026-06-25 22:06:57,25,350684,1646,27.4,是 / Yes,Action、Fantasy、Lost Child,行动、奇幻、丢失的孩子,I Ate A Meteorite For Her,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,55,ID 7653462004560417800,Contract with the Lycan Emperor,与狼人皇帝的契约,2026-06-20 21:05:45,30,1423228,2756,45.9,是 / Yes,dark romance、Werewolf、Forced Love,黑暗浪漫、狼人、强迫的爱,Contract with the Lycan Emperor,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,56,ID 7655348495326548999,No Mercy for My Brother,对我的兄弟没有怜悯,2026-06-25 23:04:53,45,876448,3516,58.6,是 / Yes,Revenge、Family Feud、Reconciliation,复仇、家庭恩怨、和解,No Mercy for My Brother,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,57,ID 7655333029988389895,The Supreme Commander's Guard,最高统帅卫队,2026-06-25 22:04:33,30,385840,1819,30.3,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,The Supreme Commander's Guard,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,58,ID 7655348876857316370,She Stole My DNA,她偷了我的DNA,2026-06-25 23:06:13,35,3371218,3035,50.6,是 / Yes,Betrayal、Family Feud,背叛、家庭恩怨,She Stole My DNA,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,59,ID 7653724830931522567,Broke Peach Barbie,破碎的桃子芭比,2026-06-21 14:03:51,30,822341,2066,34.4,是 / Yes,City、Reconciliation、Romantic Complications,城市、和解、浪漫并发症,Broke Peach Barbie,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
