账号,昵称,短剧名,集数,累计观看,单集均观看,主页链接
aidramalabs_pulse0,Shape of Desire,The Queen Who Bought His Empire,35,827933,23655,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,No Mercy for My Brother,45,376158,8359,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Dad Sold Me to My Mate,38,379764,9994,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Two Demon Suitors Won't Leave Me Alone,36,6002050,166724,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Runaway Oracle,36,414832,11523,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Hospital Report That Exposed My Son’s Fiancée,60,3878089,64635,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Man Who Kept Me,33,1135620,34413,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Exiled Alpha's Twin Secrets,26,2063798,79377,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Bride of the Dead,33,844790,25600,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire's Captive Surgeon,36,824042,22890,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Frost Blooms for Her,28,1177285,42046,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,THE LIGHT WE KEEP,40,1217214,30430,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,She Stole My DNA,35,356974,10199,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Broke Peach Barbie,30,871121,29037,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Betrayed at My Bedside: Claimed by the Tyrant Alpha,56,6273612,112029,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Masked Duke's Pampered Wife,36,456918,12692,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Error 404: Love Not Found — Until You,40,490530,12263,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"Switched at Birth, Back for Revenge",32,542688,16959,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Diva’s Perfect Partner,30,394352,13145,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Moonlit Glasshouse,30,904866,30162,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Outcast and Her Hound: No Mercy,42,817427,19463,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,I Ate A Meteorite For Her,25,237269,9491,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire's Shield,30,787054,26235,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"Daddy, You Lost Your Little Princess",50,60267019,1205340,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Contract with the Lycan Emperor,30,837951,27932,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Crown Beneath the Maid Uniform,38,874588,23015,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Supreme Commander's Guard,30,317026,10568,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Serpent King's Secret Heir,58,3160588,54493,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The One I Loved Was Never You,36,1708160,47449,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Ice Breaker,40,808580,20214,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Don't Tell My Brother,36,6949344,193037,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Two Campus Princes Won't Leave Me Alone,32,792928,24779,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Ghost BFF’s Revenge: Outsmarting My Billionaire Ex,40,860179,21504,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Filler Wife,50,830441,16609,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Stitched Back from Ashes,30,9842016,328067,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fatal Stolen Love,30,857488,28583,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire Mother-in-Law,34,31297793,920523,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Husband's Mistress's Son is Obsessed with Me,50,780519,15610,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Roommate Agreement,34,18016567,529899,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forbidden Frequency,45,6249648,138881,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Tycoon's Captive Angel,37,74035913,2000971,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Seducing My Ex's Celibate Uncle,50,18414276,368286,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Wall Street Hostage,30,348962,11632,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Sinner's Secret,30,839179,27973,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Husband Lost His Memory and Fell for Me Again,30,860585,28686,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Roommate Is A Male Model,29,43270912,1492100,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The False Luna Bride,50,1208441,24169,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Golden Ball for Her,50,772960,15459,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Seducing My Ex's Celibate Uncle,50,4636846,92737,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Gacha Queen：My Ex-Husband's Ruin,25,787485,31499,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Ex Returns With His Twin Brother,30,482186,16073,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forced to Marry the Mafia King,54,93503596,1731548,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Racer Mechanic Boyfriend,70,9041464,129164,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Sea Witch Stole My Prince,30,415694,13856,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Mom's Furry Fortune,32,8575465,267983,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,They Said I Flirted With a Superstar,45,525714,11683,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Married to the Man Who Bought Me,41,24668859,601679,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"He Made Me a Football Widow, I Stole His Idol",34,325354,9569,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Freeloading Human Exhibit,60,403271,6721,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Husband's Mistress's Son is Obsessed with Me,50,2731608,54632,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Rogue Alpha's Loyal Dog,30,834924,27831,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"After He Cheated, I Took Everything",45,121598653,2702192,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Goddess Who Fell For A Mortal,30,3659355,121978,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Midnight Cure,29,30455304,1050183,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Eden Ark: Bow to the Botanist,50,379884,7598,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Husband Claimed I Was Barren,30,378235,12608,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lucky & Unlucky Swap,35,875977,25028,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Dragon's Forbidden Fox,45,812095,18047,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Sweet Fall for the Alpha Boss,30,6110891,203696,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,When Stars Align,31,4858235,156717,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Handcuffed Hearts,32,889852,27808,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Fighter's Private Healer,30,2717260,90575,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant By Brother-in-law,30,34465355,1148845,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Maid’s Daughter Stole My Mansion,50,163537779,3270756,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Chained by the Gods：The Pharaoh and the Beast,30,23456919,781897,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Ten Days To Betray Him,30,801732,26724,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Revenge Of The Mother Of Roots,51,347954,6823,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Exiled Prince and the Intruder,60,773408,12890,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,A Golden Cage,30,11918610,397287,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Seven Nights In His Villa,30,2761156,92039,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Dead by Morning: My Husband's 7-Day Kill List,20,811164,40558,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Can a mortal win the bone queen,30,3646769,121559,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Under Her Skin,51,830278,16280,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Escape the Ex: 72-Hour Love Lockdown,32,3508091,109628,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Eles Não Sabiam Que Eu Era Bilionária,59,9851393,166973,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,MOM'S REVENGE KITCHEN,50,1446977,28940,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Hollywood Blacklisted Me So I Burned It Down,27,5104109,189041,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Reborn to Rule,30,505552,16852,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Thief and the Kingpin,31,359451,11595,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Beast Queen's Canvas,36,150093490,4169264,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Senator's Pawn,50,17435476,348710,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Little Merman,30,2948903,98297,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Gilded Scar： Silent Judgment,60,420852,7014,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,His Forbidden Rider,50,447972,8959,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The House Hungers,22,558363,25380,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Rose Beneath the Butcher's Blade,50,8243503,164870,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Wildfire,30,2443501,81450,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Scholarship Girl Owns the Ivy League,30,3731772,124392,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,She Called Me a Homewrecker,32,4443236,138851,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Oops! I Tipped The Underworld Boss,40,70271228,1756781,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Caveman Husband Is a Secret Chief,33,827064,25063,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant and Powerful,30,122802659,4093422,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Cinder Prince,34,359175,10564,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Checked In to Love: The Hotel Heir's Front Desk Bride,33,4462237,135219,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,A Child Among Demons,31,27747965,895096,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Mistaken for My Sister on His Ice,36,10247369,284649,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Only Kids Can See What Kills You,20,577815,28891,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Deep Sea Drown: Bone Scales,35,12104351,345839,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,How to Own a Demon,31,2462198,79426,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Real Crown,30,490446,16348,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Wall Street Kiss: The Tycoon's Contract Bride,30,21805323,726844,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"His Ring, Her Ruin",20,4727258,236363,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Lies Become Reality,31,404606,13052,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lethal Heartbeats,41,776158,18931,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Bully Is My Mate,45,12136717,269705,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Scullery Queen：Secrets of the Hidden Fashion Mogul,28,415826,14851,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Bleeding Vows,33,11120536,336986,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Together Until the Last Bullet,45,12057623,267947,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Lethal Wellness,30,563372,18779,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Bride He Hated to Love,20,3291517,164576,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Seventh Husband,28,391785,13992,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Beast King Wants Me As His Bride,19,921552,48503,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Carrying His Baby While He Calls Me Trash,20,39646601,1982330,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Valet Billionaire Trap,30,806340,26878,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Granny Got Drip,30,347140,11571,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Twenty Inches Apart,40,40151700,1003792,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Contract with the Nemesis CEO,33,889254,26947,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shadow of the Serpent：Hearts United with Mirrorlight,29,828831,28580,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,30 Days to Say Goodbye,20,1981116,99056,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Teach me,53,874479,16500,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Other Sister,29,378670,13058,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,His Ex Came Back Hotter And Deadlier,20,880263,44013,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Spilled Love,31,9376933,302482,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Human Pet Shop,21,18951913,902472,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Racing Sweetheart: The Racer's Contract Mechanic,32,8642676,270084,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Nerd's Forbidden Romance,1,396549,396549,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Doctors-love,38,4388660,115491,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant and Banished: The Tycoon's Return,10,56903790,5690379,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Viper's Vengeful Heart,30,1791889,59730,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Racer Mechanic Boyfriend,31,26289654,848053,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Billionaire Intern's Fury,5,1181148,236230,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Queen of Time's Revenge,4,46047636,11511909,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Housekeeper Was the CEO’s Missing Wife,29,1565764,53992,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,I Married A Fake Beggar,30,14082531,469418,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Fallen lady Returns,5,851278,170256,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Pregnant Predator's Trap,29,23887721,823715,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Housewife's Boob Job,6,2781283,463547,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My blind wife,1,839455,839455,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Ex-Con Queen's Revenge,10,836508,83651,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fairytale Villains Are My Employees Now,20,775439,38772,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Billionaire's Substitute Lover,5,13312165,2662433,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"I Forgot He Cheated, But He Didn't",81,122640770,1514084,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Mafia Devil Husband: King’s Forced Bride,55,128575267,2337732,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fated to My Mafia Priest,10,10847257,1084726,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Ballerina Fear,30,9743105,324770,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fired Waitress Got the Power of Night,20,368682,18434,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Professor's Obsession,30,5073097,169103,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Queen’s Revenge,30,5245917,174864,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Second Chance with My Billionaire Husband,7,20576094,2939442,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Sea God Fell In Love With A Mortal Girl,19,33830836,1780570,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Love Under the Barrel,45,1382595,30724,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Fell for my mafia professor,10,68072725,6807272,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The CEO's Secret Wife,35,79666606,2276189,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,CHIMERA,5,5460171,1092034,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Show,5,15736542,3147308,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Collateral love,5,7765572,1553114,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"The Hater, The Lover",10,11890775,1189078,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"Farewell, My Swan",30,923364,30779,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Bound to the Billionaire,5,62912782,12582556,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Offside Desire,26,3087265,118741,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Agreement boyfriend 72hours,5,819855,163971,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Broke Mom's Billion-Dollar Secret,21,26512111,1262481,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Married to the Wall Street Devil,30,3727778,124259,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Credits to Love,20,7504049,375202,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Hexing My Ex's Wedding,29,865927,29860,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Forbidden Lovers,29,65876813,2271614,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Queen's Revenge Game,5,46251007,9250201,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Defective Heart,1,7878767,7878767,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,My Dangerous Mind Reader,5,50566975,10113395,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,"My CEO, My Property",5,1579420,315884,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,The Trillionaire Janitor: Trash to Tycoon,8,18109107,2263638,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Billionaire Waitress,5,23492717,4698543,https://www.tiktok.com/@aidramalabs_pulse0
shortdramatime,ShortDramaTime,You Belong With Me,59,908374,15396,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The One I Love Hurts Me The Most,66,462153,7002,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,So You Love Me,87,337482,3879,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Honeymoon After Marriage,72,319508,4438,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The Billionaire CEO Dotes on His Stand-In Wife,101,780844,7731,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,A Requiem for My Remaining Days,60,317880,5298,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Devoted to You,78,4376690,56111,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,Frozen Vows,70,282533,4036,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,My Dog Does My Job,40,352292,8807,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,The Fire Between Us,66,1242740,18829,https://www.tiktok.com/@shortdramatime
